,ID,S,N,P,PP,PN,PS,PSN,PPN,PPS,PPSN,PNPN,PSPN,PNPSN
0,0.0,19058038.681090347,99201375.92690714,50167.96681991803,0.0,7870.71426355889,151207.9600521352,790753.3587571235,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,19093435.65324615,99198341.61580782,46100.69885724177,168.05636753539366,7232.390558377709,139207.14953115155,727971.9533431907,52.730189171408,1014.9367998783279,5307.525706946363,137.87402062519737,5307.525706946364,27755.254448625314
2,2.0,19379616.218609583,99174232.39971259,13784.459933511711,1502.5172435874542,2162.0142540059705,42247.87577173523,220877.97916527995,471.3225927159356,9210.105025246481,48151.75553127883,1232.0711978101936,48151.75553127883,251744.31283773456
