,ID,CN0,CS0,CP0,KPS,KPN,KPP,gamma,kaPS,kaPN,kaPP,kbPS,kbPN,kbPP
0,0,0.0004761904761904762,9.523809523809524e-05,4.761904761904762e-06,33211.5576220525,33.2115576221,2e-10,100.0,1000,200,0.0,0.03011,6.022,765418.8410766755
1,1,0.0004761904761904762,9.523809523809524e-05,4.761904761904762e-06,33211.5576220525,33.2115576221,2e-10,10.0,1000,200,0.0,0.03011,6.022,765418.8410766755
2,2,0.0004761904761904762,9.523809523809524e-05,4.761904761904762e-06,332115.5762205248,332.1155762205,2e-10,100.0,1000,200,0.0,0.003011,0.6022,765418.8410766755
3,3,0.0004761904761904762,9.523809523809524e-05,4.761904761904762e-06,332115.5762205248,332.1155762205,2e-10,10.0,1000,200,0.0,0.003011,0.6022,765418.8410766755
4,4,0.0004761904761904762,9.523809523809524e-05,4.761904761904762e-06,3321155.762205248,3321.1557622052,2e-10,100.0,1000,200,0.0,0.0003011,0.06022,765418.8410766755
5,5,0.0004761904761904762,9.523809523809524e-05,4.761904761904762e-06,3321155.762205248,3321.1557622052,2e-10,10.0,1000,200,0.0,0.0003011,0.06022,765418.8410766755
