,ID,S,N,P,PP,PN,PS,PSN,PPN,PPS,PPSN,PNPN,PSPN,PNPSN
0,0.0,19058038.681090347,99201375.92690714,50167.96681991803,0.0,7870.71426355889,151207.9600521352,790753.3587571235,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,19379616.218609583,99174232.39971259,13784.459933511711,1502.5172435874542,2162.0142540059705,42247.87577173523,220877.97916527995,471.3225927159356,9210.105025246481,48151.75553127883,1232.0711978101936,48151.75553127883,251744.31283773456
2,2.0,19499779.139677327,99164327.75903165,509.1980164178533,2050.280874280346,79.85684078111213,1570.313431467153,8209.004855340305,643.0855897113597,12645.703601958308,66106.95685808478,1680.9041502649725,66106.95685808477,345582.1741986682
