,ID,CN0,CS0,CP0,KPS,KPN,KPP,gamma,kaPS,kaPN,kaPP,kbPS,kbPN,kbPP
0,0,0.0004761904761904762,9.523809523809524e-05,4.761904761904762e-06,33211.5576220525,332.1155762205,0.0,33.333333333333336,1000,200,0.0,0.03011,0.6022,10.0
1,1,0.0004761904761904762,9.523809523809524e-05,4.761904761904762e-06,33211.5576220525,332.1155762205,1660577.881102624,33.333333333333336,1000,200,66423.115244105,0.03011,0.6022,0.04
2,2,0.0004761904761904762,9.523809523809524e-05,4.761904761904762e-06,33211.5576220525,332.1155762205,1660577881.102624,33.333333333333336,1000,200,66423115.24410496,0.03011,0.6022,0.04
