Time (s): 0
4	P: 1. 
10	S: 1. 
446	N: 1. 
Time (s): 1
1	S: 4. 
1	S: 2. 
1	S: 1. 
445	N: 1. 
3	P: 1. 
1	S: 3. N: 1. P: 1. 
Time (s): 2
1	S: 3. 
1	S: 2. 
1	S: 1. 
446	N: 1. 
4	P: 1. 
1	S: 4. 
Time (s): 3
1	S: 4. P: 2. 
2	P: 1. 
1	S: 3. 
446	N: 1. 
1	S: 1. 
1	S: 2. 
Time (s): 4
2	P: 1. 
1	S: 3. 
444	N: 1. 
1	S: 1. 
1	S: 4. N: 2. P: 2. 
1	S: 2. 
Time (s): 5
1	S: 1. 
1	S: 4. N: 2. P: 2. 
1	S: 2. 
444	N: 1. 
2	P: 1. 
1	S: 3. 
Time (s): 6
1	S: 4. P: 3. 
1	S: 1. 
1	S: 2. 
446	N: 1. 
1	S: 3. 
1	P: 1. 
Time (s): 7
1	S: 1. 
1	S: 4. N: 2. P: 2. 
1	S: 2. 
444	N: 1. 
2	P: 1. 
1	S: 3. 
Time (s): 8
1	S: 1. 
1	S: 2. 
446	N: 1. 
1	S: 3. 
1	S: 4. P: 2. 
2	P: 1. 
Time (s): 9
1	S: 3. N: 1. P: 2. 
1	S: 4. P: 2. 
445	N: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 10
1	S: 4. P: 2. 
1	S: 3. P: 2. 
446	N: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 11
1	S: 4. P: 2. 
444	N: 1. 
1	S: 3. N: 2. P: 2. 
1	S: 2. 
1	S: 1. 
Time (s): 12
1	S: 4. N: 1. P: 2. 
1	S: 3. N: 1. P: 2. 
444	N: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 13
1	S: 3. N: 1. P: 2. 
1	S: 4. P: 2. 
445	N: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 14
1	S: 3. N: 1. P: 2. 
1	S: 4. N: 2. P: 2. 
443	N: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 15
1	S: 4. N: 1. P: 2. 
1	S: 3. N: 1. P: 2. 
444	N: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 16
1	S: 4. N: 2. P: 2. 
442	N: 1. 
1	S: 2. 
1	S: 3. N: 2. P: 2. 
1	S: 1. 
Time (s): 17
1	S: 4. N: 1. P: 2. 
1	S: 3. N: 1. P: 2. 
444	N: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 18
1	S: 4. N: 1. P: 2. 
1	S: 3. N: 1. P: 2. 
444	N: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 19
1	S: 4. N: 2. P: 2. 
1	S: 3. N: 1. P: 2. 
443	N: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 20
1	S: 4. P: 2. 
1	S: 3. P: 2. 
