Time (s): 0
600	N: 1. 
20	P: 1. 
Time (s): 1
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 2
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 3
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 4
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 5
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 6
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 7
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 8
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 9
600	N: 1. 
20	P: 1. 
Time (s): 10
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 11
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 12
600	N: 1. 
20	P: 1. 
Time (s): 13
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 14
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 15
600	N: 1. 
20	P: 1. 
Time (s): 16
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 17
600	N: 1. 
20	P: 1. 
Time (s): 18
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 19
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 20
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 21
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 22
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 23
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 24
600	N: 1. 
20	P: 1. 
Time (s): 25
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 26
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 27
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 28
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 29
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 30
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 31
600	N: 1. 
20	P: 1. 
Time (s): 32
600	N: 1. 
20	P: 1. 
Time (s): 33
600	N: 1. 
20	P: 1. 
Time (s): 34
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 35
600	N: 1. 
20	P: 1. 
Time (s): 36
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 37
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 38
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 39
600	N: 1. 
20	P: 1. 
Time (s): 40
600	N: 1. 
20	P: 1. 
Time (s): 41
600	N: 1. 
20	P: 1. 
Time (s): 42
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 43
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 44
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 45
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 46
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 47
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 48
600	N: 1. 
20	P: 1. 
Time (s): 49
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 50
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 51
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 52
600	N: 1. 
20	P: 1. 
Time (s): 53
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 54
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 55
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 56
2	P: 1. N: 1. 
18	P: 1. 
