,ID,N,P,PP,PN,PPN,PNPN
0,0.0,119840669.33100311,840669.3310030721,0.0,159330.6689969276,0.0,0.0
1,1.0,119837747.6576413,824945.2029903103,5381.336590728555,156346.68923048367,2039.7819310797313,1932.9353666186753
2,2.0,119818378.2717881,720674.7021411682,41069.414235601245,136562.8790815459,15564.740745146093,14747.054406098976
