Time (s): 0
240	N: 1. 
2	P: 1. 
Time (s): 10
240	N: 1. 
2	P: 1. 
Time (s): 20
2	P: 1. 
240	N: 1. 
Time (s): 30
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 40
2	P: 1. 
240	N: 1. 
Time (s): 50
2	P: 1. 
240	N: 1. 
Time (s): 60
239	N: 1. 
1	P: 1. N: 1. 
1	P: 1. 
Time (s): 70
2	P: 1. 
240	N: 1. 
Time (s): 80
2	P: 1. 
240	N: 1. 
Time (s): 90
2	P: 1. 
240	N: 1. 
Time (s): 100
1	P: 2. 
240	N: 1. 
Time (s): 110
2	P: 1. 
240	N: 1. 
Time (s): 120
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 130
2	P: 1. 
240	N: 1. 
Time (s): 140
2	P: 1. 
240	N: 1. 
Time (s): 150
2	P: 1. 
240	N: 1. 
Time (s): 160
2	P: 1. 
240	N: 1. 
Time (s): 170
2	P: 1. 
240	N: 1. 
Time (s): 180
1	P: 2. 
240	N: 1. 
Time (s): 190
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 200
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 210
2	P: 1. 
240	N: 1. 
Time (s): 220
2	P: 1. 
240	N: 1. 
Time (s): 230
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 240
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 250
1	P: 2. 
240	N: 1. 
Time (s): 260
2	P: 1. 
240	N: 1. 
Time (s): 270
2	P: 1. 
240	N: 1. 
Time (s): 280
2	P: 1. 
240	N: 1. 
Time (s): 290
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
