Time (s): 0
240	N: 1. 
2	P: 1. 
Time (s): 10
240	N: 1. 
1	P: 2. 
Time (s): 20
1	P: 2. 
240	N: 1. 
Time (s): 30
1	P: 2. 
240	N: 1. 
Time (s): 40
1	P: 2. N: 2. 
238	N: 1. 
Time (s): 50
1	P: 2. N: 1. 
239	N: 1. 
Time (s): 60
1	P: 2. 
240	N: 1. 
Time (s): 70
1	P: 2. 
240	N: 1. 
Time (s): 80
1	P: 2. N: 1. 
239	N: 1. 
Time (s): 90
1	P: 2. N: 2. 
238	N: 1. 
Time (s): 100
1	P: 2. N: 2. 
238	N: 1. 
Time (s): 110
2	P: 1. 
240	N: 1. 
Time (s): 120
1	P: 2. 
240	N: 1. 
Time (s): 130
1	P: 2. N: 2. 
238	N: 1. 
Time (s): 140
2	P: 1. 
240	N: 1. 
Time (s): 150
1	P: 2. N: 1. 
239	N: 1. 
Time (s): 160
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 170
1	P: 2. 
240	N: 1. 
Time (s): 180
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 190
2	P: 1. 
240	N: 1. 
Time (s): 200
1	P: 2. 
240	N: 1. 
Time (s): 210
1	P: 2. 
240	N: 1. 
Time (s): 220
1	P: 2. 
240	N: 1. 
Time (s): 230
1	P: 2. 
240	N: 1. 
Time (s): 240
1	P: 2. 
240	N: 1. 
Time (s): 250
2	P: 1. 
240	N: 1. 
Time (s): 260
1	P: 2. N: 1. 
239	N: 1. 
