Time (s): 0
240	N: 1. 
2	P: 1. 
Time (s): 10
240	N: 1. 
2	P: 1. 
Time (s): 20
2	P: 1. 
240	N: 1. 
Time (s): 30
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 40
2	P: 1. 
240	N: 1. 
Time (s): 50
2	P: 1. 
240	N: 1. 
Time (s): 60
2	P: 1. 
240	N: 1. 
Time (s): 70
2	P: 1. 
240	N: 1. 
Time (s): 80
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 90
2	P: 1. 
240	N: 1. 
Time (s): 100
2	P: 1. 
240	N: 1. 
Time (s): 110
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 120
2	P: 1. 
240	N: 1. 
Time (s): 130
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 140
2	P: 1. 
240	N: 1. 
Time (s): 150
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 160
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 170
2	P: 1. 
240	N: 1. 
Time (s): 180
2	P: 1. 
240	N: 1. 
Time (s): 190
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 200
2	P: 1. 
240	N: 1. 
Time (s): 210
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 220
2	P: 1. 
240	N: 1. 
Time (s): 230
2	P: 1. 
240	N: 1. 
Time (s): 240
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 250
2	P: 1. 
240	N: 1. 
Time (s): 260
2	P: 1. 
240	N: 1. 
Time (s): 270
2	P: 1. 
240	N: 1. 
Time (s): 280
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 290
2	P: 1. 
240	N: 1. 
Time (s): 300
2	P: 1. 
240	N: 1. 
Time (s): 310
2	P: 1. 
240	N: 1. 
Time (s): 320
2	P: 1. 
240	N: 1. 
Time (s): 330
2	P: 1. 
240	N: 1. 
Time (s): 340
2	P: 1. 
240	N: 1. 
