,ID,CN0,CS0,CP0,KPS,KPN,KPP,gamma,kaPS,kaPN,kaPP,kbPS,kbPN,kbPP
0,0,0.0005714285714285715,0.0,4.761904761904762e-06,332115.5762205248,332.1155762205,1.6605778811,8.771929824561404,1000,200,0.1660577881,0.003011,0.6022,0.1
1,1,0.0005714285714285715,0.0,4.761904761904762e-06,332115.5762205248,332.1155762205,1660.5778811026,8.771929824561404,1000,200,166.0577881103,0.003011,0.6022,0.1
2,2,0.0005714285714285715,0.0,4.761904761904762e-06,332115.5762205248,332.1155762205,1660577.881102624,8.771929824561404,1000,200,166057.7881102624,0.003011,0.6022,0.1
0,0,0.0005714285714285715,0.0,4.761904761904762e-06,332115.5762205248,332.1155762205,1.6605778811,8.771929824561404,1000,200,1.6605778811,0.003011,0.6022,1.0
1,1,0.0005714285714285715,0.0,4.761904761904762e-06,332115.5762205248,332.1155762205,1660.5778811026,8.771929824561404,1000,200,1660.5778811026,0.003011,0.6022,1.0
2,2,0.0005714285714285715,0.0,4.761904761904762e-06,332115.5762205248,332.1155762205,1660577.881102624,8.771929824561404,1000,200,1660577.881102624,0.003011,0.6022,1.0
0,0,0.0005714285714285715,0.0,4.761904761904762e-06,332115.5762205248,332.1155762205,1.6605778811,8.771929824561404,1000,200,16.605778811,0.003011,0.6022,10.0
1,1,0.0005714285714285715,0.0,4.761904761904762e-06,332115.5762205248,332.1155762205,1660.5778811026,8.771929824561404,1000,200,16605.7788110262,0.003011,0.6022,10.0
2,2,0.0005714285714285715,0.0,4.761904761904762e-06,332115.5762205248,332.1155762205,1660577.881102624,8.771929824561404,1000,200,16605778.811026236,0.003011,0.6022,10.0
