,ID,N,P,PP,PN,PPN,PNPN
0,0.0,59913447.82091746,913447.8209174591,0.0,86552.17908254072,0.0,0.0
1,1.0,59911331.264902204,908473.4155421692,1305.2520863928164,86077.79687798134,247.3451001315889,1171.796605362669
2,2.0,59894134.79888777,868043.9894497215,11916.628989258077,82223.50384380718,2257.5514637792176,10692.072850899835
3,3.0,59803751.638856485,655148.7601759945,67881.24463635594,61963.836947191725,12840.388718097165,60722.06811877334
