,ID,CN0,CS0,CP0,KPS,KPN,KPP,gamma,kaPS,kaPN,kaPP,kbPS,kbPN,kbPP
0,0,0.0004761904761904762,9.523809523809524e-05,6.021999999999999e-06,830288.940551312,830.2889405513,16.605778811,100.0,1000,200,166.0577881103,0.0012044,0.24088,10.0
1,1,0.0004761904761904762,9.523809523809524e-05,6.021999999999999e-06,830288.940551312,830.2889405513,166.0577881103,100.0,1000,200,596.7807478918,0.0012044,0.24088,3.5938136638046276
2,2,0.0004761904761904762,9.523809523809524e-05,6.021999999999999e-06,830288.940551312,830.2889405513,1660.5778811026,100.0,1000,200,2144.7188060692,0.0012044,0.24088,1.291549665014884
3,3,0.0004761904761904762,9.523809523809524e-05,6.021999999999999e-06,830288.940551312,830.2889405513,16605.7788110262,100.0,1000,200,7707.7197502703,0.0012044,0.24088,0.46415888336127803
4,4,0.0004761904761904762,9.523809523809524e-05,6.021999999999999e-06,830288.940551312,830.2889405513,166057.7881102624,100.0,1000,200,27700.1085552982,0.0012044,0.24088,0.1668100537200059
5,5,0.0004761904761904762,9.523809523809524e-05,6.021999999999999e-06,830288.940551312,830.2889405513,1660577.881102624,100.0,1000,200,99549.0286149022,0.0012044,0.24088,0.05994842503189411
6,6,0.0004761904761904762,9.523809523809524e-05,6.021999999999999e-06,830288.940551312,830.2889405513,16605778.811026236,100.0,1000,200,357760.6592547135,0.0012044,0.24088,0.021544346900318846
